,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1617,FDJ10,Regular,0.129766301,Snack Foods,141.6838,OUT045,2002,Tier 2,Supermarket Type1,3231.1274
1618,FDM16,Regular,0.033692089,Frozen Foods,76.2354,OUT018,2009,Tier 3,Supermarket Type2,1279.0018
1619,FDB58,Regular,0.013572808,Snack Foods,143.2154,OUT017,2007,Tier 2,Supermarket Type1,1559.9694
1620,FDV25,low fat,0.045614252,Canned,221.5456,OUT013,1987,Tier 3,Supermarket Type1,6852.4136
1621,FDR13,Regular,0.028837829,Canned,117.8492,OUT018,2009,Tier 3,Supermarket Type2,1506.0396
1622,NCP30,Low Fat,0.032819637,Household,38.9822,OUT049,1999,Tier 1,Supermarket Type1,982.055
1623,NCL31,Low Fat,0.119698523,Others,143.047,OUT027,1985,Tier 3,Supermarket Type3,3578.675
1624,FDR13,Regular,0.028765486,Canned,115.3492,OUT049,1999,Tier 1,Supermarket Type1,1274.3412
1625,NCP30,Low Fat,0.032835147,Household,40.2822,OUT045,2002,Tier 2,Supermarket Type1,707.0796
1626,FDZ26,reg,0.143897558,Dairy,240.6222,OUT013,1987,Tier 3,Supermarket Type1,2868.2664
1627,FDI12,Regular,0.10039894,Baking Goods,89.6856,OUT046,1997,Tier 1,Supermarket Type1,878.856
1628,FDM14,Low Fat,0.01326146,Canned,108.0254,OUT035,2004,Tier 2,Supermarket Type1,759.6778
1629,FDT01,Regular,0.184454044,Canned,211.4902,OUT049,1999,Tier 1,Supermarket Type1,4035.4138
1630,FDR23,Low Fat,0.0,Breads,174.737,OUT017,2007,Tier 2,Supermarket Type1,2822.992
1631,FDR23,Low Fat,0.08139146,Breads,177.837,OUT027,1985,Tier 3,Supermarket Type3,6351.732
1632,FDV01,Regular,0.148737487,Canned,155.1314,OUT019,1985,Tier 1,Grocery Store,155.1314
1633,FDH02,Regular,0.020898691,Canned,92.2488,OUT017,2007,Tier 2,Supermarket Type1,814.9392
1634,FDU14,Low Fat,0.034746076,Dairy,248.275,OUT035,2004,Tier 2,Supermarket Type1,998.7
1635,FDX55,low fat,0.0552059,Fruits and Vegetables,219.4166,OUT046,1997,Tier 1,Supermarket Type1,6096.0648
1636,FDR60,Low Fat,0.130390458,Baking Goods,77.2328,OUT035,2004,Tier 2,Supermarket Type1,231.6984
1637,FDR19,Regular,0.160044589,Fruits and Vegetables,145.4102,OUT045,2002,Tier 2,Supermarket Type1,3499.4448
1638,FDP19,LF,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Tier 2,Supermarket Type1,3487.4604
1639,NCK29,Low Fat,0.210511558,Health and Hygiene,121.373,OUT010,1998,Tier 3,Grocery Store,123.173
1640,FDT09,Regular,0.012332667,Snack Foods,130.0284,OUT017,2007,Tier 2,Supermarket Type1,3559.3668
1641,FDC35,Low Fat,0.122242847,Starchy Foods,207.5638,OUT027,1985,Tier 3,Supermarket Type3,4555.4036
1642,FDN15,Low Fat,0.016653022,Meat,139.518,OUT027,1985,Tier 3,Supermarket Type3,2936.178
1643,FDU60,Regular,0.100262068,Baking Goods,169.6132,OUT010,1998,Tier 3,Grocery Store,169.1132
1644,FDC14,Regular,0.072221801,Canned,43.6454,OUT019,1985,Tier 1,Grocery Store,125.8362
1645,FDM27,Regular,0.158715731,Meat,157.2946,OUT049,1999,Tier 1,Supermarket Type1,1577.946
1646,FDH46,Regular,0.041282286,Snack Foods,103.5332,OUT046,1997,Tier 1,Supermarket Type1,1230.3984
1647,FDR39,Low Fat,0.083799283,Meat,184.1292,OUT046,1997,Tier 1,Supermarket Type1,2189.1504
1648,FDQ33,Low Fat,0.0,Snack Foods,151.6708,OUT027,1985,Tier 3,Supermarket Type3,4815.0656
1649,FDE16,Low Fat,0.026216144,Frozen Foods,207.5954,OUT027,1985,Tier 3,Supermarket Type3,6668.6528
1650,FDO49,Regular,0.05787008,Breakfast,49.7008,OUT019,1985,Tier 1,Grocery Store,50.6008
1651,DRE13,Low Fat,0.027699863,Soft Drinks,87.9198,OUT035,2004,Tier 2,Supermarket Type1,1221.0772
1652,FDT20,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Tier 1,Supermarket Type1,540.6296
1653,FDT52,Regular,0.047503318,Frozen Foods,244.6144,OUT049,1999,Tier 1,Supermarket Type1,3185.1872
1654,FDL28,Regular,0.063162608,Frozen Foods,228.6668,OUT035,2004,Tier 2,Supermarket Type1,3455.502
1655,FDM58,Regular,0.0,Snack Foods,110.0544,OUT049,1999,Tier 1,Supermarket Type1,2572.6512
1656,FDX31,Regular,0.014825605,Fruits and Vegetables,233.2958,OUT046,1997,Tier 1,Supermarket Type1,4206.5244
1657,FDN46,Regular,0.144924795,Snack Foods,100.8332,OUT045,2002,Tier 2,Supermarket Type1,1537.998
1658,NCE06,Low Fat,0.160178832,Household,160.2894,OUT019,1985,Tier 1,Grocery Store,323.5788
1659,FDE24,Low Fat,0.09384335,Baking Goods,142.3812,OUT018,2009,Tier 3,Supermarket Type2,1139.8496
1660,FDG44,Low Fat,0.102607233,Fruits and Vegetables,54.0298,OUT018,2009,Tier 3,Supermarket Type2,808.947
1661,FDP31,Regular,0.161474419,Fruits and Vegetables,62.9168,OUT035,2004,Tier 2,Supermarket Type1,1086.5856
1662,FDE23,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Tier 3,Supermarket Type2,699.09
1663,NCZ17,Low Fat,0.079755214,Health and Hygiene,36.6506,OUT018,2009,Tier 3,Supermarket Type2,493.3578
1664,FDG44,Low Fat,0.178923163,Fruits and Vegetables,55.7298,OUT019,1985,Tier 1,Grocery Store,161.7894
1665,DRO35,Low Fat,0.034624104,Hard Drinks,115.0492,OUT049,1999,Tier 1,Supermarket Type1,4054.722
1666,FDO48,Regular,0.026840766,Baking Goods,219.8456,OUT046,1997,Tier 1,Supermarket Type1,4863.0032
1667,FDD20,LF,0.020714523,Fruits and Vegetables,124.2046,OUT046,1997,Tier 1,Supermarket Type1,2490.092
1668,NCL06,Low Fat,0.120624771,Household,261.7594,OUT010,1998,Tier 3,Grocery Store,523.3188
1669,DRH25,Low Fat,0.014622625,Soft Drinks,52.0324,OUT045,2002,Tier 2,Supermarket Type1,1090.5804
1670,FDO09,Regular,0.125274674,Snack Foods,262.191,OUT046,1997,Tier 1,Supermarket Type1,2366.919
1671,DRK12,Low Fat,0.042056944,Soft Drinks,31.89,OUT018,2009,Tier 3,Supermarket Type2,366.19
1672,FDE33,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Tier 2,Supermarket Type1,942.7728
1673,DRJ39,Low Fat,0.036150153,Dairy,219.5482,OUT027,1985,Tier 3,Supermarket Type3,5695.2532
1674,FDC58,Low Fat,0.0,Snack Foods,45.7428,OUT027,1985,Tier 3,Supermarket Type3,615.1992
1675,FDD16,Low Fat,0.060847634,Frozen Foods,75.0696,OUT010,1998,Tier 3,Grocery Store,149.1392
1676,NCV42,Low Fat,0.052593952,Household,111.0228,OUT010,1998,Tier 3,Grocery Store,221.0456
1677,FDU23,Low Fat,0.021757269,Breads,165.0184,OUT049,1999,Tier 1,Supermarket Type1,3302.368
1678,FDZ01,Regular,0.009057132,Canned,104.099,OUT035,2004,Tier 2,Supermarket Type1,2476.776
1679,FDU27,Regular,0.17174348,Meat,48.8376,OUT049,1999,Tier 1,Supermarket Type1,1294.3152
1680,FDT24,reg,0.18614827,Baking Goods,78.2328,OUT049,1999,Tier 1,Supermarket Type1,1158.492
1681,NCK05,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,Tier 3,Supermarket Type1,1347.5792
1682,FDX43,LF,0.142732848,Fruits and Vegetables,167.95,OUT010,1998,Tier 3,Grocery Store,166.45
1683,FDQ46,Low Fat,0.10423592,Snack Foods,111.7544,OUT018,2009,Tier 3,Supermarket Type2,2460.7968
1684,FDR43,Low Fat,0.161355122,Fruits and Vegetables,38.319,OUT013,1987,Tier 3,Supermarket Type1,585.904
1685,FDP27,Low Fat,0.118872194,Meat,188.353,OUT027,1985,Tier 3,Supermarket Type3,5313.084
1686,FDM56,low fat,0.069851683,Fruits and Vegetables,110.9912,OUT027,1985,Tier 3,Supermarket Type3,1310.2944
1687,FDZ43,Regular,0.057047756,Fruits and Vegetables,240.4512,OUT035,2004,Tier 2,Supermarket Type1,7028.1848
1688,FDI04,Regular,0.072898645,Frozen Foods,198.1426,OUT035,2004,Tier 2,Supermarket Type1,1977.426
1689,FDF22,Low Fat,0.057062186,Snack Foods,212.0218,OUT018,2009,Tier 3,Supermarket Type2,2350.9398
1690,DRK23,Low Fat,0.072383777,Hard Drinks,251.504,OUT017,2007,Tier 2,Supermarket Type1,7084.112
1691,FDF59,Low Fat,0.071354774,Starchy Foods,125.702,OUT049,1999,Tier 1,Supermarket Type1,2530.04
1692,FDU51,Regular,0.096495426,Meat,175.6028,OUT035,2004,Tier 2,Supermarket Type1,3364.9532
1693,FDD03,Low Fat,0.079806266,Dairy,232.53,OUT046,1997,Tier 1,Supermarket Type1,699.09
1694,FDY14,LF,0.070149088,Dairy,264.5226,OUT049,1999,Tier 1,Supermarket Type1,3436.1938
1695,FDQ10,Low Fat,0.033314389,Snack Foods,171.6422,OUT018,2009,Tier 3,Supermarket Type2,3276.4018
1696,FDX36,Regular,0.128805815,Baking Goods,224.0404,OUT018,2009,Tier 3,Supermarket Type2,5851.0504
1697,FDE26,Low Fat,0.14897741,Canned,143.0786,OUT010,1998,Tier 3,Grocery Store,288.9572
1698,FDA02,Regular,0.029697925,Dairy,143.0786,OUT013,1987,Tier 3,Supermarket Type1,3178.5292
1699,FDS11,Regular,0.05587277,Breads,222.1088,OUT017,2007,Tier 2,Supermarket Type1,4026.7584
1700,FDA21,Low Fat,0.035930784,Snack Foods,184.4924,OUT013,1987,Tier 3,Supermarket Type1,9069.5276
1701,FDR46,Low Fat,0.139417654,Snack Foods,147.476,OUT046,1997,Tier 1,Supermarket Type1,2929.52
1702,DRF03,Low Fat,0.075836522,Dairy,40.2138,OUT010,1998,Tier 3,Grocery Store,81.2276
1703,FDS09,Regular,0.141975462,Snack Foods,49.6008,OUT019,1985,Tier 1,Grocery Store,50.6008
1704,FDC52,Regular,0.008296692,Dairy,150.6708,OUT045,2002,Tier 2,Supermarket Type1,2106.5912
1705,FDY44,Regular,0.024454052,Fruits and Vegetables,197.211,OUT045,2002,Tier 2,Supermarket Type1,3731.809
1706,FDW38,Regular,0.0,Dairy,55.8298,OUT035,2004,Tier 2,Supermarket Type1,485.3682
1707,NCM43,Low Fat,0.019459164,Others,161.621,OUT013,1987,Tier 3,Supermarket Type1,2120.573
1708,FDM45,Regular,0.088178053,Snack Foods,122.6756,OUT035,2004,Tier 2,Supermarket Type1,2302.3364
1709,NCM17,Low Fat,0.071076672,Health and Hygiene,44.9086,OUT013,1987,Tier 3,Supermarket Type1,802.9548
1710,FDL26,Low Fat,0.072838381,Canned,155.2972,OUT027,1985,Tier 3,Supermarket Type3,5141.3076
1711,FDZ52,Low Fat,0.100074524,Frozen Foods,110.2886,OUT046,1997,Tier 1,Supermarket Type1,778.3202
1712,FDZ12,Low Fat,0.172365428,Baking Goods,144.847,OUT010,1998,Tier 3,Grocery Store,572.588
1713,FDO09,Regular,0.124668026,Snack Foods,261.091,OUT027,1985,Tier 3,Supermarket Type3,5522.811
1714,FDY50,Low Fat,0.130955811,Dairy,90.3172,OUT046,1997,Tier 1,Supermarket Type1,1338.258
1715,NCR53,Low Fat,0.253947823,Health and Hygiene,223.8404,OUT019,1985,Tier 1,Grocery Store,675.1212
1716,FDZ13,Regular,0.153806271,Canned,51.335,OUT045,2002,Tier 2,Supermarket Type1,1198.44
1717,DRL01,Regular,0.077108099,Soft Drinks,232.8958,OUT013,1987,Tier 3,Supermarket Type1,5608.6992
1718,FDE23,Regular,0.053170949,Starchy Foods,45.606,OUT035,2004,Tier 2,Supermarket Type1,1724.422
1719,DRE60,Low Fat,0.159201868,Soft Drinks,226.072,OUT013,1987,Tier 3,Supermarket Type1,3621.952
1720,FDY26,Regular,0.051068365,Dairy,213.0244,OUT010,1998,Tier 3,Grocery Store,423.4488
1721,NCW54,Low Fat,0.096333029,Household,57.8588,OUT013,1987,Tier 3,Supermarket Type1,1145.176
1722,FDP49,Regular,0.068754395,Breakfast,54.5614,OUT027,1985,Tier 3,Supermarket Type3,1713.1034
1723,FDQ21,Low Fat,0.01945343,Snack Foods,120.8756,OUT049,1999,Tier 1,Supermarket Type1,1454.1072
1724,FDJ27,Regular,0.122123201,Meat,100.7674,OUT045,2002,Tier 2,Supermarket Type1,814.9392
1725,FDW34,Low Fat,0.0,Snack Foods,244.817,OUT035,2004,Tier 2,Supermarket Type1,4374.306
1726,NCH42,Low Fat,0.03674399,Household,231.201,OUT017,2007,Tier 2,Supermarket Type1,6201.927
1727,FDS19,Regular,0.107469819,Fruits and Vegetables,77.8012,OUT010,1998,Tier 3,Grocery Store,227.7036
1728,DRJ11,Low Fat,0.085075063,Hard Drinks,189.0872,OUT035,2004,Tier 2,Supermarket Type1,3970.8312
1729,FDE17,Regular,0.054410179,Frozen Foods,151.3366,OUT013,1987,Tier 3,Supermarket Type1,2720.4588
1730,FDB14,Regular,0.103142373,Canned,94.612,OUT018,2009,Tier 3,Supermarket Type2,652.484
1731,FDV51,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,Tier 3,Supermarket Type1,994.7052
1732,FDK43,Low Fat,0.046994717,Meat,125.802,OUT019,1985,Tier 1,Grocery Store,253.004
1733,FDE04,Regular,0.018019662,Frozen Foods,181.566,OUT035,2004,Tier 2,Supermarket Type1,2876.256
1734,FDR21,Low Fat,0.067314073,Snack Foods,175.137,OUT017,2007,Tier 2,Supermarket Type1,2822.992
1735,FDU10,Regular,0.045653999,Snack Foods,35.6848,OUT013,1987,Tier 3,Supermarket Type1,633.8416
1736,FDY10,Low Fat,0.049067877,Snack Foods,115.6176,OUT046,1997,Tier 1,Supermarket Type1,2519.3872
1737,FDY35,Regular,0.015950066,Breads,47.7402,OUT027,1985,Tier 3,Supermarket Type3,1975.4286
1738,FDI07,reg,0.03382933,Meat,196.9426,OUT045,2002,Tier 2,Supermarket Type1,2768.3964
1739,FDJ34,Regular,0.094037241,Snack Foods,124.5704,OUT018,2009,Tier 3,Supermarket Type2,1001.3632
1740,NCF18,Low Fat,0.088908547,Household,192.8504,OUT013,1987,Tier 3,Supermarket Type1,2876.256
1741,FDY03,Regular,0.076276208,Meat,110.9202,OUT045,2002,Tier 2,Supermarket Type1,1687.803
1742,FDG33,Regular,0.245542627,Seafood,172.2764,OUT019,1985,Tier 1,Grocery Store,171.7764
1743,FDI15,Low Fat,0.141352562,Dairy,264.1884,OUT046,1997,Tier 1,Supermarket Type1,3179.8608
1744,NCU05,Low Fat,0.058827557,Health and Hygiene,80.8618,OUT049,1999,Tier 1,Supermarket Type1,1288.9888
1745,FDO12,Low Fat,0.054930533,Baking Goods,194.4452,OUT046,1997,Tier 1,Supermarket Type1,5089.3752
1746,NCO42,Low Fat,0.024705597,Household,145.1102,OUT045,2002,Tier 2,Supermarket Type1,1603.9122
1747,NCS05,Low Fat,0.021010687,Health and Hygiene,131.3942,OUT049,1999,Tier 1,Supermarket Type1,927.4594
1748,FDQ36,Regular,0.161875063,Baking Goods,35.6848,OUT045,2002,Tier 2,Supermarket Type1,335.5632
1749,FDI14,Low Fat,0.089859642,Canned,140.2496,OUT045,2002,Tier 2,Supermarket Type1,1693.7952
1750,FDF44,Regular,0.059820884,Fruits and Vegetables,130.3968,OUT049,1999,Tier 1,Supermarket Type1,3523.4136
1751,FDN04,Regular,0.014115626,Frozen Foods,178.5344,OUT045,2002,Tier 2,Supermarket Type1,3390.2536
1752,FDA03,Regular,0.045425939,Dairy,144.9102,OUT013,1987,Tier 3,Supermarket Type1,1895.5326
1753,DRF60,Low Fat,0.052149675,Soft Drinks,239.9564,OUT049,1999,Tier 1,Supermarket Type1,3813.7024
1754,NCG07,Low Fat,0.052608525,Household,191.253,OUT045,2002,Tier 2,Supermarket Type1,2656.542
1755,FDB58,reg,0.013485235,Snack Foods,140.0154,OUT013,1987,Tier 3,Supermarket Type1,3119.9388
1756,FDI28,Low Fat,0.026375082,Frozen Foods,79.6302,OUT045,2002,Tier 2,Supermarket Type1,792.302
1757,FDW49,Low Fat,0.082536604,Canned,177.2002,OUT035,2004,Tier 2,Supermarket Type1,2149.2024
1758,FDR23,Low Fat,0.143199389,Breads,175.837,OUT019,1985,Tier 1,Grocery Store,352.874
1759,DRJ01,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Tier 2,Supermarket Type1,1288.9888
1760,FDA20,Low Fat,0.066997921,Fruits and Vegetables,186.524,OUT017,2007,Tier 2,Supermarket Type1,2609.936
1761,FDC41,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,1985,Tier 3,Supermarket Type3,2526.711
1762,FDU03,Regular,0.092095924,Meat,183.3292,OUT017,2007,Tier 2,Supermarket Type1,2006.7212
1763,FDV04,Regular,0.150319469,Frozen Foods,156.9288,OUT045,2002,Tier 2,Supermarket Type1,1571.288
1764,FDB37,Regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Tier 1,Supermarket Type1,5768.4912
1765,DRK35,Low Fat,0.071992202,Hard Drinks,38.3506,OUT045,2002,Tier 2,Supermarket Type1,986.7156
1766,FDL12,Regular,0.212963193,Baking Goods,59.522,OUT019,1985,Tier 1,Grocery Store,299.61
1767,FDZ19,Low Fat,0.093002339,Fruits and Vegetables,177.7712,OUT027,1985,Tier 3,Supermarket Type3,4921.5936
1768,NCS29,LF,0.069208684,Health and Hygiene,264.0884,OUT027,1985,Tier 3,Supermarket Type3,4504.8028
1769,FDB05,Low Fat,0.083327693,Frozen Foods,247.2776,OUT049,1999,Tier 1,Supermarket Type1,5944.2624
1770,FDY10,Low Fat,0.048830264,Snack Foods,113.1176,OUT027,1985,Tier 3,Supermarket Type3,2404.8696
1771,FDM03,Low Fat,0.0,Meat,107.8938,OUT046,1997,Tier 1,Supermarket Type1,750.3566
1772,FDT02,LF,0.02429329,Dairy,33.4874,OUT018,2009,Tier 3,Supermarket Type2,105.8622
1773,FDN10,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,2004,Tier 2,Supermarket Type1,1540.6612
1774,NCC07,Low Fat,0.023835164,Household,103.3964,OUT027,1985,Tier 3,Supermarket Type3,3050.6956
1775,FDP48,Regular,0.044023213,Baking Goods,183.095,OUT046,1997,Tier 1,Supermarket Type1,5492.85
1776,NCI54,LF,0.058827583,Household,110.4912,OUT019,1985,Tier 1,Grocery Store,436.7648
1777,FDS13,Low Fat,0.124402507,Canned,266.1884,OUT013,1987,Tier 3,Supermarket Type1,5299.768
1778,FDK41,Low Fat,0.127517605,Frozen Foods,86.0224,OUT035,2004,Tier 2,Supermarket Type1,1022.6688
1779,DRL47,Low Fat,0.0,Hard Drinks,125.9362,OUT049,1999,Tier 1,Supermarket Type1,1635.8706
1780,FDZ23,Regular,0.067175915,Baking Goods,187.124,OUT027,1985,Tier 3,Supermarket Type3,3728.48
1781,FDB05,Low Fat,0.08279545,Frozen Foods,245.8776,OUT027,1985,Tier 3,Supermarket Type3,4705.8744
1782,FDG52,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Tier 1,Supermarket Type1,780.9834
1783,FDB03,Regular,0.156701315,Dairy,240.7538,OUT013,1987,Tier 3,Supermarket Type1,4566.7222
1784,NCD42,Low Fat,0.0,Health and Hygiene,37.3506,OUT027,1985,Tier 3,Supermarket Type3,1024.6662
1785,FDY60,Regular,0.02624324,Baking Goods,143.8128,OUT027,1985,Tier 3,Supermarket Type3,4458.1968
1786,NCJ06,Low Fat,0.034623782,Household,118.9782,OUT013,1987,Tier 3,Supermarket Type1,1549.3166
1787,FDI04,reg,0.073060301,Frozen Foods,196.2426,OUT045,2002,Tier 2,Supermarket Type1,2570.6538
1788,FDQ28,Regular,0.060427062,Frozen Foods,153.5656,OUT046,1997,Tier 1,Supermarket Type1,3089.312
1789,FDM28,Low Fat,0.045203854,Frozen Foods,180.266,OUT046,1997,Tier 1,Supermarket Type1,1617.894
1790,DRG11,Low Fat,0.084008316,Hard Drinks,108.2596,OUT045,2002,Tier 2,Supermarket Type1,1186.4556
1791,FDP56,Low Fat,0.046747071,Fruits and Vegetables,49.9692,OUT017,2007,Tier 2,Supermarket Type1,837.5764
1792,FDF57,Regular,0.058827383,Fruits and Vegetables,172.2448,OUT046,1997,Tier 1,Supermarket Type1,2897.5616
1793,FDF34,Regular,0.013951504,Snack Foods,199.9084,OUT027,1985,Tier 3,Supermarket Type3,5753.8436
1794,FDX02,Low Fat,0.057049301,Dairy,225.9404,OUT035,2004,Tier 2,Supermarket Type1,1350.2424
1795,NCT54,Low Fat,0.120211747,Household,93.2094,OUT017,2007,Tier 2,Supermarket Type1,666.4658
1796,FDV52,Regular,0.12152072,Frozen Foods,118.0466,OUT046,1997,Tier 1,Supermarket Type1,1060.6194
1797,NCQ50,LF,0.034278798,Household,214.1218,OUT013,1987,Tier 3,Supermarket Type1,4488.1578
1798,FDY40,Regular,0.085834992,Frozen Foods,49.6692,OUT046,1997,Tier 1,Supermarket Type1,788.3072
1799,NCU42,Low Fat,0.019536981,Household,170.0474,OUT049,1999,Tier 1,Supermarket Type1,4211.185
1800,FDR12,Regular,0.055213281,Baking Goods,172.4764,OUT019,1985,Tier 1,Grocery Store,687.1056
1801,FDX13,Low Fat,0.047743195,Canned,248.3092,OUT013,1987,Tier 3,Supermarket Type1,6474.2392
1802,FDH26,Regular,0.034753686,Canned,141.5496,OUT049,1999,Tier 1,Supermarket Type1,1976.0944
1803,FDS26,Low Fat,0.089035961,Dairy,260.5594,OUT027,1985,Tier 3,Supermarket Type3,9158.079
1804,FDU19,Regular,0.046544984,Fruits and Vegetables,172.0422,OUT027,1985,Tier 3,Supermarket Type3,4828.3816
1805,FDI52,Low Fat,0.10527024,Frozen Foods,122.9072,OUT017,2007,Tier 2,Supermarket Type1,490.0288
1806,FDV38,Low Fat,0.102188428,Dairy,54.3956,OUT018,2009,Tier 3,Supermarket Type2,1201.1032
1807,FDD14,Low Fat,0.169667145,Canned,183.5266,OUT013,1987,Tier 3,Supermarket Type1,4426.2384
1808,FDZ26,Regular,0.144832027,Dairy,239.8222,OUT017,2007,Tier 2,Supermarket Type1,4063.3774
1809,DRC49,Low Fat,0.065424208,Soft Drinks,145.8128,OUT035,2004,Tier 2,Supermarket Type1,2444.8176
1810,NCM29,Low Fat,0.017638893,Health and Hygiene,132.7626,OUT035,2004,Tier 2,Supermarket Type1,2885.5772
1811,FDO23,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Tier 3,Supermarket Type2,1134.5232
1812,FDR40,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Tier 1,Supermarket Type1,402.809
1813,NCM07,Low Fat,0.03976832,Others,83.9908,OUT027,1985,Tier 3,Supermarket Type3,2348.9424
1814,FDC02,Low Fat,0.068822477,Canned,258.3278,OUT046,1997,Tier 1,Supermarket Type1,7028.8506
1815,NCZ30,LF,0.026058181,Household,121.9098,OUT027,1985,Tier 3,Supermarket Type3,3374.2744
1816,NCH43,Low Fat,0.070555571,Household,216.0192,OUT035,2004,Tier 2,Supermarket Type1,2372.9112
1817,DRD37,Low Fat,0.013841737,Soft Drinks,45.206,OUT046,1997,Tier 1,Supermarket Type1,1211.756
1818,FDF52,Low Fat,0.066459891,Frozen Foods,184.2292,OUT027,1985,Tier 3,Supermarket Type3,4560.73
1819,FDU13,Low Fat,0.0,Canned,145.6418,OUT013,1987,Tier 3,Supermarket Type1,3384.2614
1820,FDY04,Regular,0.042716709,Frozen Foods,163.221,OUT017,2007,Tier 2,Supermarket Type1,1794.331
1821,FDG31,Low Fat,0.037955309,Meat,62.8826,OUT049,1999,Tier 1,Supermarket Type1,710.4086
1822,FDX47,Regular,0.034575546,Breads,156.5288,OUT013,1987,Tier 3,Supermarket Type1,1571.288
1823,FDV03,Low Fat,0.058181585,Meat,154.4314,OUT049,1999,Tier 1,Supermarket Type1,2326.971
1824,FDH33,Low Fat,0.0,Snack Foods,44.1428,OUT027,1985,Tier 3,Supermarket Type3,1362.2268
1825,FDF22,Low Fat,0.056819936,Snack Foods,212.6218,OUT035,2004,Tier 2,Supermarket Type1,2137.218
1826,FDT37,Low Fat,0.03546967,Canned,256.3014,OUT017,2007,Tier 2,Supermarket Type1,4845.0266
1827,FDN40,Low Fat,0.0,Frozen Foods,154.2998,OUT046,1997,Tier 1,Supermarket Type1,1999.3974
1828,FDK45,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,Tier 2,Supermarket Type1,3395.58
1829,FDK15,Low Fat,0.172309903,Meat,98.2042,OUT019,1985,Tier 1,Grocery Store,198.4084
1830,FDJ27,Regular,0.122565413,Meat,103.8674,OUT017,2007,Tier 2,Supermarket Type1,1528.011
1831,DRJ25,Low Fat,0.150872868,Soft Drinks,47.5692,OUT045,2002,Tier 2,Supermarket Type1,1379.5376
1832,DRC36,Regular,0.045239326,Soft Drinks,174.1054,OUT017,2007,Tier 2,Supermarket Type1,4377.635
1833,FDT31,Low Fat,0.012448294,Fruits and Vegetables,188.2872,OUT046,1997,Tier 1,Supermarket Type1,2647.2208
1834,FDT10,Regular,0.103849783,Snack Foods,58.8562,OUT010,1998,Tier 3,Grocery Store,59.2562
1835,NCE31,Low Fat,0.184843579,Household,33.1216,OUT046,1997,Tier 1,Supermarket Type1,727.0536
1836,FDJ58,Regular,0.104786172,Snack Foods,172.2764,OUT027,1985,Tier 3,Supermarket Type3,1545.9876
1837,FDY58,Low Fat,0.040081193,Snack Foods,227.0694,OUT018,2009,Tier 3,Supermarket Type2,1141.847
1838,FDE02,Low Fat,0.121936216,Canned,94.4778,OUT017,2007,Tier 2,Supermarket Type1,2628.5784
1839,FDF45,Regular,0.012223687,Fruits and Vegetables,57.1904,OUT049,1999,Tier 1,Supermarket Type1,1640.5312
1840,FDE26,Low Fat,0.089144149,Canned,144.9786,OUT049,1999,Tier 1,Supermarket Type1,1011.3502
1841,NCU41,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,1999,Tier 1,Supermarket Type1,6687.961
1842,NCD54,low fat,0.029054046,Household,144.6786,OUT049,1999,Tier 1,Supermarket Type1,2889.572
1843,NCN26,Low Fat,0.028738058,Household,117.1808,OUT045,2002,Tier 2,Supermarket Type1,703.0848
1844,FDO39,Regular,0.137645467,Meat,185.2608,OUT045,2002,Tier 2,Supermarket Type1,2940.1728
1845,FDM15,Regular,0.057538034,Meat,149.8366,OUT045,2002,Tier 2,Supermarket Type1,1662.5026
1846,FDL58,Regular,0.07429945,Snack Foods,264.9568,OUT045,2002,Tier 2,Supermarket Type1,1845.5976
1847,FDZ39,Regular,0.018024769,Meat,104.499,OUT046,1997,Tier 1,Supermarket Type1,1031.99
